Order.Date,Region,Category,Sub.Category,Sales,Profit,Customer.Name,Segment
2013-08-27,East,Technology,Accessories,250,87.4825,Dan Reichenbach,Corporate
2013-09-02,East,Technology,Accessories,7,2.3086,Adam Bellavance,Home Office
2013-09-02,East,Technology,Accessories,469,206.316,Patrick Gardner,Consumer
2013-09-02,East,Technology,Accessories,72,30.4416,Patrick Gardner,Consumer
2013-09-07,East,Technology,Accessories,32,11.151,Mary O'Rourke,Consumer
2013-11-12,East,Technology,Accessories,60,14.9925,Bryan Davis,Consumer
2013-11-12,East,Technology,Accessories,36,6.48,Edward Becker,Corporate
2013-11-25,East,Technology,Accessories,88,11.492,Nat Carroll,Consumer
2013-12-05,East,Technology,Accessories,78,34.386,Becky Martin,Consumer
2013-12-27,East,Technology,Accessories,90,18.8937,Andrew Roberts,Consumer
2014-01-29,East,Technology,Accessories,450,157.4685,Craig Leslie,Home Office
2014-03-18,East,Technology,Accessories,72,13.604,Denny Blanton,Consumer
2014-03-18,East,Technology,Accessories,57,18.2592,Denny Blanton,Consumer
2014-03-25,East,Technology,Accessories,26,11.7,Brian Moss,Corporate
2014-05-26,East,Technology,Accessories,120,13.2,Trudy Brown,Consumer
2014-06-18,East,Technology,Accessories,101,8.1072,Steven Roelle,Home Office
2014-06-20,East,Technology,Accessories,103,10.312,Allen Rosenblatt,Corporate
2014-07-12,East,Technology,Accessories,133,17.238,Joy Daniels,Consumer
2014-07-16,East,Technology,Accessories,42,8.799,Michelle Moray,Consumer
2014-09-03,East,Technology,Accessories,168,40.3128,Ann Chong,Corporate
2014-09-03,East,Technology,Accessories,238,38.08,Ann Chong,Corporate
2014-09-21,East,Technology,Accessories,60,20.3898,Seth Vernon,Consumer
2014-09-21,East,Technology,Accessories,213,95.76,Seth Vernon,Consumer
2014-09-21,East,Technology,Accessories,73,21.792,Seth Vernon,Consumer
2014-09-23,East,Technology,Accessories,1071,171.36,Logan Currie,Consumer
2014-10-04,East,Technology,Accessories,372,66.9546,Chuck Clark,Home Office
2014-10-07,East,Technology,Accessories,320,115.1856,Cyra Reiten,Home Office
2014-11-06,East,Technology,Accessories,391,171.93,Susan Vittorini,Consumer
2014-11-08,East,Technology,Accessories,8,2.5216,Frank Preis,Consumer
2014-11-21,East,Technology,Accessories,3,1.3365,Katharine Harms,Corporate
2014-12-02,East,Technology,Accessories,20,6.9258,Craig Carreira,Consumer
2014-12-12,East,Technology,Accessories,40,13.5932,Mike Vittorini,Consumer
2011-06-04,East,Furniture,Furnishings,14,6.7008,Bobby Trafton,Consumer
2011-06-04,East,Furniture,Furnishings,57,21.0752,Bobby Trafton,Consumer
2011-09-15,East,Furniture,Furnishings,15,6.2608,Alex Avila,Consumer
2011-09-22,East,Furniture,Furnishings,97,35.0784,Adam Shillingsburg,Consumer
2011-09-29,East,Furniture,Furnishings,117,36.3816,Lisa DeCherney,Consumer
2011-09-30,East,Furniture,Furnishings,15,5.1816,Maya Herman,Corporate
2011-11-02,East,Furniture,Furnishings,89,24.1218,Roger Demir,Consumer
2011-11-09,East,Furniture,Furnishings,57,21.4776,Benjamin Farhat,Home Office
2012-04-04,East,Furniture,Furnishings,108,22.764,Nicole Fjeld,Home Office
2012-05-04,East,Furniture,Furnishings,27,12.864,Alan Schoenberger,Corporate
2012-05-08,East,Furniture,Furnishings,79,30.1872,Natalie Webber,Consumer
2012-06-04,East,Furniture,Furnishings,35,11.9952,Tracy Collins,Home Office
2012-07-06,East,Furniture,Furnishings,14,6.7008,Kalyca Meade,Corporate
2012-07-06,East,Furniture,Furnishings,156,63.8862,Kalyca Meade,Corporate
2012-07-18,East,Furniture,Furnishings,7,2.1402,Pauline Johnson,Consumer
2012-07-23,East,Furniture,Furnishings,129,50.2398,Tracy Hopkins,Home Office
2012-08-09,East,Furniture,Furnishings,47,18.3456,Naresj Patel,Consumer
2012-08-09,East,Furniture,Furnishings,6,2.9568,Naresj Patel,Consumer
2012-08-09,East,Furniture,Furnishings,10,4.4088,Monica Federle,Corporate
2012-08-24,East,Furniture,Furnishings,15,4.6221,Shahid Collister,Consumer
2012-09-11,East,Furniture,Furnishings,211,50.5632,Don Miller,Corporate
2012-11-01,East,Furniture,Furnishings,260,106.477,Valerie Dominguez,Consumer
2012-11-08,East,Furniture,Furnishings,12,4.728,Keith Dawkins,Corporate
2012-11-28,East,Furniture,Furnishings,68,27.9456,Mark Cousins,Corporate
2012-12-06,East,Furniture,Furnishings,114,42.1504,Speros Goranitis,Consumer
2013-01-25,East,Furniture,Furnishings,46,7.8166,Jonathan Doherty,Corporate
2013-02-19,East,Furniture,Furnishings,44,14.6718,Greg Tran,Consumer
2013-02-21,East,Furniture,Furnishings,136,66.542,Erin Ashbrook,Corporate
2013-03-09,East,Furniture,Furnishings,114,44.304,Giulietta Baptist,Consumer
2013-03-30,East,Furniture,Furnishings,414,124.2,Janet Martin,Consumer
2013-05-03,East,Furniture,Furnishings,13,4.0192,Edward Hooks,Corporate
2013-05-03,East,Furniture,Furnishings,215,83.733,Edward Hooks,Corporate
2013-05-08,East,Furniture,Furnishings,64,28.0192,Caroline Jumper,Consumer
2013-05-13,East,Furniture,Furnishings,10,4.4088,Harry Marie,Corporate
2013-05-20,East,Furniture,Furnishings,40,12.3256,Bradley Nguyen,Consumer
2013-05-20,East,Furniture,Furnishings,36,15.0864,Bradley Nguyen,Consumer
2013-06-05,East,Furniture,Furnishings,61,20.7808,Edward Nazzal,Consumer
2013-06-27,East,Furniture,Furnishings,38,12.8316,Victoria Pisteka,Corporate
2013-07-10,East,Furniture,Furnishings,165,14.8752,Jonathan Doherty,Corporate
2013-09-02,East,Furniture,Furnishings,192,61.3824,Patrick Gardner,Consumer
2013-09-03,East,Furniture,Furnishings,40,9.995,Karen Daniels,Consumer
2013-09-05,East,Furniture,Furnishings,64,24.9366,Christina VanderZanden,Consumer
2013-10-14,East,Furniture,Furnishings,82,33.7266,Bart Watters,Corporate
2013-11-23,East,Furniture,Furnishings,40,11.1664,Todd Boyes,Corporate
2013-12-05,East,Furniture,Furnishings,114,20.4822,Becky Martin,Consumer
2013-12-13,East,Furniture,Furnishings,60,19.9155,Noel Staavos,Corporate
2013-12-15,East,Furniture,Furnishings,397,198.46,Pete Kriz,Consumer
2013-12-25,East,Furniture,Furnishings,800,207.8856,Jessica Myrick,Consumer
2014-03-07,East,Furniture,Furnishings,72,16.5531,Roland Murray,Consumer
2014-04-01,East,Furniture,Furnishings,30,8.0406,Chad McGuire,Consumer
2014-05-19,East,Furniture,Furnishings,15,6.2608,Toby Swindell,Consumer
2014-05-26,East,Furniture,Furnishings,19,6.0288,Trudy Brown,Consumer
2014-06-25,East,Furniture,Furnishings,277,49.8042,George Ashbrook,Consumer
2014-07-01,East,Furniture,Furnishings,22,9.7812,Ralph Arnett,Consumer
2014-07-21,East,Furniture,Furnishings,184,31.2664,Anthony Rawles,Corporate
2014-08-19,East,Furniture,Furnishings,40,15.7872,Nat Gilpin,Corporate
2014-08-19,East,Furniture,Furnishings,10,3.0814,Nat Gilpin,Corporate
2014-08-19,East,Furniture,Furnishings,88,27.2862,Nat Gilpin,Corporate
2014-09-02,East,Furniture,Furnishings,115,39.066,Bradley Nguyen,Consumer
2014-09-03,East,Furniture,Furnishings,12,3.462,Ann Chong,Corporate
2014-09-16,East,Furniture,Furnishings,36,12.0904,Meg O'Connel,Home Office
2014-09-19,East,Furniture,Furnishings,10,3.2406,Muhammed MacIntyre,Corporate
2014-09-23,East,Furniture,Furnishings,12,3.9831,Logan Currie,Consumer
2014-09-26,East,Furniture,Furnishings,47,20.7328,Katrina Willman,Consumer
2014-10-04,East,Furniture,Furnishings,84,21.8192,Chuck Clark,Home Office
2014-10-17,East,Furniture,Furnishings,547,175.136,Maribeth Yedwab,Corporate
2014-11-06,East,Furniture,Furnishings,101,38.532,Christina DeMoss,Consumer
2014-11-10,East,Furniture,Furnishings,97,40.5426,Parhena Norris,Home Office
2014-11-18,East,Furniture,Furnishings,188,76.9816,Christopher Conant,Consumer
2014-11-21,East,Furniture,Furnishings,51,9.1746,Katharine Harms,Corporate
2014-11-22,East,Furniture,Furnishings,27,11.2422,Scott Williamson,Consumer
2014-11-27,East,Furniture,Furnishings,135,37.884,Michael Nguyen,Consumer
2014-12-06,East,Furniture,Furnishings,42,10.9096,Carlos Soltero,Consumer
2014-12-06,East,Furniture,Furnishings,21,6.0726,Suzanne McNair,Corporate
2014-12-06,East,Furniture,Furnishings,59,18.1908,Suzanne McNair,Corporate
2014-12-09,East,Furniture,Furnishings,109,33.9388,Delfina Latchford,Consumer
2014-12-18,East,Furniture,Furnishings,124,27.3592,Annie Thurman,Consumer
2014-12-26,East,Furniture,Furnishings,42,10.9096,Cynthia Voltz,Corporate
2011-03-01,East,Technology,Phones,6,1.6038,Hallie Redmond,Home Office
2011-03-03,East,Technology,Phones,10,4.5954,Anne Pryor,Home Office
2011-05-30,East,Technology,Phones,464,134.56,Laurel Workman,Corporate
2011-06-21,East,Technology,Phones,618,160.6722,Toby Braunhardt,Consumer
2011-08-05,East,Technology,Phones,136,36.7173,Stephanie Phelps,Corporate
2011-09-07,East,Technology,Phones,378,109.6113,Dennis Kane,Consumer
2011-09-14,East,Technology,Phones,17,4.4174,Darrin Martin,Consumer
2011-09-14,East,Technology,Phones,288,80.6316,Darrin Martin,Consumer
2011-09-20,East,Technology,Phones,630,157.4875,Mitch Webber,Consumer
2011-09-20,East,Technology,Phones,1350,661.4559,Mitch Webber,Consumer
2011-11-03,East,Technology,Phones,784,219.5088,Speros Goranitis,Consumer
2011-11-04,East,Technology,Phones,276,80.0226,Nathan Mautz,Home Office
2011-11-20,East,Technology,Phones,834,216.8244,Katharine Harms,Corporate
2011-12-04,East,Technology,Phones,130,62.3904,Cathy Prescott,Corporate
2012-03-16,East,Technology,Phones,86,2.577,Michael Stewart,Corporate
2012-03-20,East,Technology,Phones,200,53.9946,Dave Hallsten,Corporate
2012-04-11,East,Technology,Phones,22,10.5552,Sanjit Engle,Consumer
2012-05-30,East,Technology,Phones,129,3.8655,Edward Nazzal,Consumer
2012-05-30,East,Technology,Phones,240,2.3997,Edward Nazzal,Consumer
2012-06-16,East,Technology,Phones,134,33.495,Lena Creighton,Consumer
2012-07-06,East,Technology,Phones,125,2.499,Kalyca Meade,Corporate
2012-07-18,East,Technology,Phones,136,36.7173,Pauline Johnson,Consumer
2012-08-09,East,Technology,Phones,308,89.3142,Naresj Patel,Consumer
2012-08-09,East,Technology,Phones,980,274.386,Naresj Patel,Consumer
2012-08-11,East,Technology,Phones,138,34.5,Philisse Overcash,Home Office
2012-09-06,East,Technology,Phones,338,101.394,Brendan Sweed,Corporate
2012-09-17,East,Technology,Phones,68,1.356,Peter Fuller,Consumer
2012-09-17,East,Technology,Phones,210,58.7916,Peter Fuller,Consumer
2012-09-19,East,Technology,Phones,280,134.3328,Giulietta Weimer,Consumer
2012-09-28,East,Technology,Phones,308,89.3142,Jennifer Jackson,Consumer
2012-10-09,East,Technology,Phones,632,303.3408,Tim Brockman,Consumer
2012-10-12,East,Technology,Phones,72,20.0928,Mark Packer,Home Office
2012-10-16,East,Technology,Phones,825,214.4922,Michael Paige,Corporate
2012-11-01,East,Technology,Phones,43,1.2885,Valerie Dominguez,Consumer
2012-11-01,East,Technology,Phones,504,125.99,Valerie Dominguez,Consumer
2012-11-01,East,Technology,Phones,5,1.3365,Quincy Jones,Corporate
2012-11-08,East,Technology,Phones,550,142.9948,Keith Dawkins,Corporate
2012-11-19,East,Technology,Phones,862,249.9104,Katherine Ducich,Consumer
2012-12-04,East,Technology,Phones,1800,539.925,Maribeth Schnelling,Consumer
2012-12-07,East,Technology,Phones,774,224.4426,Alan Hwang,Consumer
2013-04-20,East,Technology,Phones,26,0.7794,Kunst Miller,Consumer
2013-05-13,East,Technology,Phones,632,303.3408,Harry Marie,Corporate
2013-06-01,East,Technology,Phones,180,88.053,Neoma Murray,Consumer
2013-08-19,East,Technology,Phones,40,11.5971,Greg Guthrie,Corporate
2013-08-27,East,Technology,Phones,33,8.25,Dan Reichenbach,Corporate
2013-08-30,East,Technology,Phones,22,5.5,Meg O'Connel,Home Office
2013-09-06,East,Technology,Phones,44,12.208,Fred Wasserman,Corporate
2013-10-15,East,Technology,Phones,1092,272.9825,Pauline Webber,Corporate
2013-11-11,East,Technology,Phones,882,220.4825,Scott Williamson,Consumer
2013-11-14,East,Technology,Phones,2280,592.7896,Corinna Mitchell,Home Office
2013-11-15,East,Technology,Phones,14,3.9144,Darren Powers,Consumer
2013-12-12,East,Technology,Phones,1030,298.6855,Janet Molinari,Corporate
2013-12-25,East,Technology,Phones,198,53.4519,Pauline Webber,Corporate
2014-01-28,East,Technology,Phones,138,35.8644,Toby Gnade,Consumer
2014-02-07,East,Technology,Phones,227,65.9634,Sibella Parks,Corporate
2014-03-14,East,Technology,Phones,300,74.975,Meg Tillman,Consumer
2014-03-18,East,Technology,Phones,120,31.122,Denny Blanton,Consumer
2014-03-25,East,Technology,Phones,470,136.2971,Harold Ryan,Corporate
2014-03-27,East,Technology,Phones,120,33.5888,Gary McGarr,Consumer
2014-04-01,East,Technology,Phones,678,176.1708,Chad McGuire,Consumer
2014-04-01,East,Technology,Phones,85,22.087,Denny Ordway,Consumer
2014-04-05,East,Technology,Phones,119,33.3256,Darrin Sayre,Home Office
2014-04-05,East,Technology,Phones,41,11.1294,Darrin Sayre,Home Office
2014-05-15,East,Technology,Phones,540,134.9925,Amy Hunt,Consumer
2014-06-27,East,Technology,Phones,240,67.1916,Steven Cartwright,Consumer
2014-07-23,East,Technology,Phones,30,14.0859,Fred Hopkins,Corporate
2014-08-19,East,Technology,Phones,38,10.9939,Nat Gilpin,Corporate
2014-08-28,East,Technology,Phones,348,100.9113,Mathew Reese,Home Office
2014-09-03,East,Technology,Phones,198,57.4113,Ann Chong,Corporate
2014-09-15,East,Technology,Phones,1080,323.955,Roger Barcio,Home Office
2014-09-21,East,Technology,Phones,1300,350.9082,Seth Vernon,Consumer
2014-09-21,East,Technology,Phones,105,28.3095,Seth Vernon,Consumer
2014-10-03,East,Technology,Phones,66,17.1574,Rob Williams,Corporate
2014-10-06,East,Technology,Phones,161,3.2186,Phillina Ober,Home Office
2014-10-06,East,Technology,Phones,88,43.9,Todd Sumrall,Corporate
2014-10-23,East,Technology,Phones,53,0.5299,Tom Ashbrook,Home Office
2014-10-23,East,Technology,Phones,2400,647.892,Tom Ashbrook,Home Office
2014-11-06,East,Technology,Phones,100,3.9992,Christina DeMoss,Consumer
2014-11-11,East,Technology,Phones,431,124.9552,Frank Hawley,Corporate
2014-11-14,East,Technology,Phones,630,163.787,Ken Brennan,Corporate
2014-11-21,East,Technology,Phones,1260,327.5922,Carlos Daly,Consumer
2014-11-21,East,Technology,Phones,570,170.997,Katharine Harms,Corporate
2014-11-27,East,Technology,Phones,980,264.5865,Michael Nguyen,Consumer
2014-11-29,East,Technology,Phones,1980,494.9725,Deirdre Greer,Corporate
2014-12-01,East,Technology,Phones,546,163.818,Victor Preis,Home Office
2014-12-04,East,Technology,Phones,137,36.9873,Chuck Sachs,Consumer
2014-12-12,East,Technology,Phones,117,29.245,Allen Armold,Consumer
2014-12-29,East,Technology,Phones,15,4.0095,Jennifer Ferguson,Consumer
2014-12-31,East,Technology,Phones,91,2.7279,Patrick O'Donnell,Consumer
2011-03-25,West,Technology,Accessories,45,15.918,Christina Anderson,Consumer
2011-05-09,West,Technology,Accessories,68,4.068,Patrick Gardner,Consumer
2011-05-09,West,Technology,Accessories,168,40.3128,Patrick Gardner,Consumer
2011-05-16,West,Technology,Accessories,56,3.384,Cindy Chapman,Consumer
2011-05-27,West,Technology,Accessories,100,37.9962,Lena Creighton,Consumer
2011-07-23,West,Technology,Accessories,45,4.95,Nick Crebassa,Corporate
2011-07-25,West,Furniture,Furnishings,78,34.2848,Ken Lonsdale,Consumer
2011-07-27,West,Technology,Accessories,238,38.08,Giulietta Weimer,Consumer
2011-08-05,West,Technology,Accessories,16,1.636,Sonia Sunley,Consumer
2011-08-12,West,Furniture,Furnishings,85,31.6128,Ben Wallace,Consumer
2011-09-06,West,Furniture,Furnishings,42,12.1452,Victoria Pisteka,Corporate
2011-09-08,West,Technology,Accessories,50,8.4966,Gary Zandusky,Consumer
2011-10-16,West,Technology,Accessories,180,86.3856,Lynn Smith,Consumer
2011-11-17,West,Technology,Accessories,100,7.9984,Thomas Seio,Corporate
2011-11-21,West,Technology,Accessories,95,28.497,Steve Carroll,Home Office
2011-11-28,West,Technology,Accessories,140,34.9825,Sheri Gordon,Consumer
2011-12-01,West,Furniture,Furnishings,58,28.518,Toby Ritter,Consumer
2011-12-08,West,Furniture,Furnishings,79,28.5984,Denny Joy,Corporate
2011-12-08,West,Furniture,Furnishings,40,11.1664,Denny Joy,Corporate
2011-12-29,West,Furniture,Furnishings,71,23.9904,Anthony Johnson,Corporate
2011-12-29,West,Furniture,Furnishings,25,8.217,Anthony Johnson,Corporate
2012-03-06,West,Furniture,Furnishings,435,95.7572,John Lucas,Consumer
2012-04-17,West,Technology,Accessories,323,129.348,George Ashbrook,Consumer
2012-05-03,West,Technology,Accessories,340,122.3856,Lena Cacioppo,Consumer
2012-05-25,West,Furniture,Furnishings,15,4.8609,Nora Pelletier,Home Office
2012-06-20,West,Furniture,Furnishings,258,100.4796,Stewart Carmichael,Corporate
2012-06-25,West,Furniture,Furnishings,205,57.358,Jill Fjeld,Consumer
2012-07-30,West,Furniture,Furnishings,5,2.3232,Helen Andreada,Consumer
2012-07-30,West,Technology,Accessories,210,92.3692,Helen Andreada,Consumer
2012-08-31,West,Technology,Accessories,37,15.6993,Scott Cohen,Corporate
2012-09-03,West,Technology,Accessories,18,3.401,David Bremer,Corporate
2012-09-03,West,Technology,Accessories,129,46.602,David Bremer,Corporate
2012-10-08,West,Furniture,Furnishings,146,62.737,Maria Bertelson,Consumer
2012-10-20,West,Furniture,Furnishings,16,6.0876,Noel Staavos,Corporate
2012-10-20,West,Technology,Accessories,240,86.3892,Noel Staavos,Corporate
2012-11-08,West,Technology,Accessories,120,43.164,Shaun Weien,Consumer
2012-11-20,West,Furniture,Furnishings,32,8.01,Kelly Williams,Consumer
2013-02-09,West,Technology,Accessories,90,39.5868,Justin Ritter,Corporate
2013-02-09,West,Technology,Accessories,32,11.151,Justin Ritter,Corporate
2013-03-04,West,Furniture,Furnishings,35,11.9952,Theresa Swint,Corporate
2013-03-14,West,Furniture,Furnishings,28,7.3528,Edward Hooks,Corporate
2013-04-23,West,Furniture,Furnishings,32,10.4148,Paul Gonzalez,Consumer
2013-05-24,West,Furniture,Furnishings,37,16.302,Lisa DeCherney,Consumer
2013-06-15,West,Furniture,Furnishings,9,4.1031,Paul Van Hugh,Home Office
2013-06-15,West,Technology,Accessories,29,9.6657,Paul Van Hugh,Home Office
2013-06-27,West,Furniture,Furnishings,22,6.4206,Duane Noonan,Consumer
2013-07-05,West,Furniture,Furnishings,25,8.636,Anna Andreadi,Consumer
2013-07-15,West,Furniture,Furnishings,31,10.164,Raymond Buch,Consumer
2013-07-20,West,Technology,Accessories,390,132.5898,Tracy Collins,Home Office
2013-09-05,West,Furniture,Furnishings,24,8.7372,Ionia McGrath,Consumer
2013-09-25,West,Furniture,Furnishings,63,23.384,Edward Becker,Corporate
2013-10-25,West,Technology,Accessories,200,85.9957,Sonia Sunley,Consumer
2013-10-25,West,Technology,Accessories,450,162.0,Emily Ducich,Home Office
2013-11-05,West,Furniture,Furnishings,38,16.4647,Lisa Hazard,Consumer
2013-11-08,West,Furniture,Furnishings,15,6.2244,Claudia Bergmann,Corporate
2013-11-08,West,Technology,Accessories,480,163.1898,Marina Lichtenstein,Corporate
2013-11-12,West,Furniture,Furnishings,7,2.2272,Berenike Kampe,Consumer
2013-11-12,West,Furniture,Furnishings,42,10.9096,Liz Pelletier,Consumer
2013-12-02,West,Furniture,Furnishings,17,4.3524,Carl Ludwig,Consumer
2014-03-10,West,Technology,Accessories,200,69.993,Lindsay Williams,Corporate
2014-03-11,West,Technology,Accessories,112,21.2724,Candace McMahon,Corporate
2014-03-20,West,Technology,Accessories,100,10.9494,Natalie DeCherney,Consumer
2014-03-20,West,Technology,Accessories,200,85.9828,Natalie DeCherney,Consumer
2014-03-24,West,Furniture,Furnishings,212,76.2624,Bill Eplett,Home Office
2014-04-23,West,Furniture,Furnishings,18,6.2152,Gary McGarr,Consumer
2014-04-26,West,Technology,Accessories,108,22.6737,Speros Goranitis,Consumer
2014-05-01,West,Furniture,Furnishings,65,21.4368,Don Jones,Corporate
2014-05-20,West,Technology,Accessories,36,10.896,Becky Castell,Home Office
2014-06-07,West,Furniture,Furnishings,5,2.178,Gary Hansen,Home Office
2014-06-20,West,Furniture,Furnishings,50,21.1344,George Ashbrook,Consumer
2014-08-01,West,Furniture,Furnishings,37,11.4576,Erin Creighton,Consumer
2014-08-04,West,Furniture,Furnishings,124,11.1564,Bruce Degenhardt,Consumer
2014-09-12,West,Furniture,Furnishings,32,11.6496,Cassandra Brandow,Consumer
2014-09-16,West,Furniture,Furnishings,530,105.98,Rick Duston,Consumer
2014-09-27,West,Furniture,Furnishings,9,2.9568,Ruben Ausman,Corporate
2014-10-02,West,Technology,Accessories,105,21.9975,Tanja Norvell,Home Office
2014-10-03,West,Furniture,Furnishings,17,5.9364,Chad McGuire,Consumer
2014-10-13,West,Technology,Accessories,1,0.4356,Neil Knudson,Home Office
2014-10-15,West,Technology,Accessories,46,15.2988,Berenike Kampe,Consumer
2014-10-20,West,Furniture,Furnishings,31,10.3904,Hilary Holden,Corporate
2014-11-07,West,Technology,Accessories,17,1.017,Frank Merwin,Home Office
2014-11-08,West,Technology,Accessories,440,145.134,Tony Sayre,Consumer
2014-11-21,West,Furniture,Furnishings,43,16.614,Liz Pelletier,Consumer
2014-11-25,West,Technology,Accessories,224,87.1962,John Lee,Consumer
2014-11-28,West,Technology,Accessories,166,59.8176,Lindsay Williams,Corporate
2014-12-01,West,Furniture,Furnishings,26,9.5571,Maria Zettner,Home Office
2014-12-09,West,Technology,Accessories,180,37.7895,Keith Herrera,Consumer
2014-12-14,West,Furniture,Furnishings,201,54.2808,Emily Phan,Consumer
2011-04-08,West,Technology,Accessories,400,139.986,Nathan Mautz,Home Office
2011-05-13,West,Technology,Accessories,150,52.4895,Naresj Patel,Consumer
2011-07-20,West,Technology,Accessories,42,15.0984,Jonathan Doherty,Corporate
2011-10-05,West,Technology,Accessories,100,34.993,Keith Herrera,Consumer
2011-10-06,West,Technology,Accessories,9,1.9089,Xylona Preis,Consumer
2011-11-10,West,Technology,Accessories,11,4.2861,Ruben Dartt,Consumer
2012-03-29,West,Technology,Accessories,53,20.7675,Richard Bierner,Consumer
2012-04-13,West,Technology,Accessories,200,69.986,Zuschuss Carroll,Consumer
2012-07-18,West,Technology,Accessories,520,176.7864,Roland Fjeld,Consumer
2012-09-06,West,Technology,Accessories,46,18.0648,Lori Olson,Corporate
2012-10-23,West,Technology,Accessories,148,63.7776,Jay Fein,Consumer
2012-11-08,West,Technology,Accessories,372,66.9546,Maria Zettner,Home Office
2012-11-10,West,Technology,Accessories,80,35.156,Alan Hwang,Consumer
2012-12-13,West,Technology,Accessories,249,27.3735,Rob Dowd,Consumer
2012-12-13,West,Technology,Accessories,36,15.2208,Rob Dowd,Consumer
2012-12-27,West,Technology,Accessories,8,3.4848,Kean Nguyen,Corporate
2013-01-09,West,Technology,Accessories,350,118.983,Laura Armstrong,Corporate
2013-04-24,West,Technology,Accessories,100,34.9965,Grace Kelly,Corporate
2013-05-13,West,Technology,Accessories,120,46.8,Vivian Mathis,Consumer
2013-06-07,West,Technology,Accessories,27,3.7744,Maria Etezadi,Home Office
2013-09-06,West,Technology,Accessories,116,29.0,Marina Lichtenstein,Corporate
2013-09-12,West,Technology,Accessories,3347,636.0003,Kelly Collister,Consumer
2013-11-06,West,Technology,Accessories,72,12.96,Logan Haushalter,Consumer
2013-11-10,West,Technology,Accessories,480,177.5889,Philip Fox,Consumer
2013-11-19,West,Technology,Accessories,595,95.2,Patrick Gardner,Consumer
2013-11-21,West,Technology,Accessories,28,3.9032,Brendan Murry,Corporate
2013-12-12,West,Technology,Accessories,120,25.1916,William Brown,Consumer
2013-12-17,West,Technology,Accessories,21,4.4541,Tanja Norvell,Home Office
2013-12-19,West,Technology,Accessories,772,146.7693,Jeremy Ellison,Consumer
2013-12-19,West,Technology,Accessories,73,21.792,Jeremy Ellison,Consumer
2014-01-29,West,Technology,Accessories,240,26.3967,Beth Thompson,Home Office
2014-04-12,West,Technology,Accessories,200,21.9945,Luke Weiss,Consumer
2014-05-15,West,Technology,Accessories,1400,601.9699,Pauline Johnson,Consumer
2014-07-15,West,Technology,Accessories,141,19.7358,Toby Carlisle,Consumer
2014-08-08,West,Technology,Accessories,56,7.8064,Jeremy Lonsdale,Consumer
2014-09-04,West,Technology,Accessories,285,85.491,Sample Company A,Home Office
2014-10-09,West,Technology,Accessories,36,6.48,Chris Selesnick,Corporate
2014-10-09,West,Technology,Accessories,240,115.1808,Chris Selesnick,Corporate
2014-10-14,West,Technology,Accessories,210,39.8886,Jane Waco,Corporate
2014-11-04,West,Technology,Accessories,200,87.89,Clay Rozendal,Home Office
2014-11-08,West,Technology,Accessories,60,13.7931,Deborah Brumfield,Home Office
2014-11-10,West,Technology,Accessories,100,43.9956,Matt Collister,Corporate
2014-11-11,West,Technology,Accessories,112,43.5981,Gary Hwang,Consumer
2014-11-14,West,Technology,Accessories,83,29.0325,Sanjit Engle,Consumer
2014-12-17,West,Technology,Accessories,190,45.588,Kalyca Meade,Corporate
2014-12-17,West,Technology,Accessories,150,31.4895,Kalyca Meade,Corporate
2014-12-19,West,Technology,Accessories,120,57.5904,Russell Applegate,Consumer
2011-03-18,West,Furniture,Furnishings,111,14.43,Sample Company A,Home Office
2011-03-24,West,Furniture,Furnishings,40,14.5728,Maurice Satty,Consumer
2011-04-19,West,Furniture,Furnishings,76,26.649,Nicole Fjeld,Home Office
2011-04-25,West,Furniture,Furnishings,303,63.6825,Beth Thompson,Home Office
2011-07-20,West,Furniture,Furnishings,43,15.4872,Charles Crestani,Consumer
2011-08-08,West,Furniture,Furnishings,328,91.7728,Lena Radford,Consumer
2011-09-11,West,Furniture,Furnishings,128,21.7515,Liz Willingham,Consumer
2011-11-04,West,Furniture,Furnishings,35,13.4292,MaryBeth Skach,Consumer
2011-11-10,West,Furniture,Furnishings,53,14.896,Ruben Dartt,Consumer
2011-11-10,West,Furniture,Furnishings,40,11.1664,Ruben Dartt,Consumer
2011-11-24,West,Furniture,Furnishings,152,27.3096,Vivek Gonzalez,Consumer
2011-11-25,West,Furniture,Furnishings,24,10.5072,Laurel Workman,Corporate
2011-12-12,West,Furniture,Furnishings,13,4.5144,Logan Haushalter,Consumer
2011-12-12,West,Furniture,Furnishings,9,4.4352,Logan Haushalter,Consumer
2011-12-12,West,Furniture,Furnishings,43,4.331,William Brown,Consumer
2011-12-15,West,Furniture,Furnishings,6,1.9712,Jas O'Carroll,Consumer
2011-12-26,West,Furniture,Furnishings,3,1.1136,Clytie Kelty,Consumer
2012-03-13,West,Furniture,Furnishings,328,91.7728,Nicole Fjeld,Home Office
2012-03-22,West,Furniture,Furnishings,92,15.6332,Justin Deggeller,Corporate
2012-03-29,West,Furniture,Furnishings,20,9.5616,Richard Bierner,Consumer
2012-05-03,West,Furniture,Furnishings,666,106.5408,Julia Barnett,Home Office
2012-05-14,West,Furniture,Furnishings,123,34.4148,Claudia Bergmann,Corporate
2012-08-13,West,Furniture,Furnishings,32,10.4148,Sandra Flanagan,Consumer
2012-08-15,West,Furniture,Furnishings,104,28.1421,Richard Eichhorn,Consumer
2012-09-13,West,Furniture,Furnishings,207,24.882,Ken Dana,Corporate
